Lambda,dt,Energy Component,Slope,Intercept,R-value,P-value,Std Err,R-squared,Standard Deviation,Start Time,End Time,Min Time,Max Time
0.75000000,0.0005,Etot_1,0.9872089328395028,-6.8513348514153805,0.9934248119223185,0.0,0.0008045162329486955,0.9868928569428939,28.686888809729215,1.001,101.0,1.001,101.0
0.75000000,0.001,Etot_1,1.0157104216656607,-3.3468994443161932,0.9945848026537585,0.0,0.0007505302560612127,0.9891989296698157,29.48067792055842,1.001,101.0,1.001,101.0
0.75000000,0.002,Etot_1,1.6572329255116427,-8.749889211705522,0.9977884047311549,0.0,0.0007806913880485708,0.9955817006159431,47.946231381384706,1.001,101.0,1.001,101.0
0.75000000,0.0025,Etot_1,1.7612131527033235,-2.5676248181404304,0.9976610319317256,0.0,0.0008533136133907536,0.9953275346350756,50.96104057375445,1.001,101.0,1.001,101.0
0.75000000,0.00333333,Etot_1,2.4078720593944984,-10.558542657781175,0.9982289408547352,0.0,0.0010147267823715392,0.9964610183599665,69.63253280593756,1.001,100.9999,1.001,100.9999
0.75000000,0.004,Etot_1,3.03872947559814,-10.999895516291758,0.9989034855097241,0.0,0.001007113292744366,0.9978081733634755,87.81685638241528,1.001,101.0,1.001,101.0
